"EN 300 141-4","Final draft Version 1.3.3","Vote","V",20000505,"2000-03","REN/SPS-05164-4","SPS 5","31 Pages","P500","en_30014104v010303v.pdf","en_30014104v010303v0.zip","","","Integrated Services Digital Network (ISDN);","Call Hold (HOLD) supplementary service;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 4: Abstract Test Suite (ATS) and partial Protocol Implementation eXtra Information for Testing (PIXIT) proforma specification for the user","","","To handle comments and incorporate appropriate corrections into the ATS of DSS1 L2"
"EN 300 286-5","Final draft Version 1.3.6","Vote","V",20000505,"2000-03","REN/SPS-05168-5","SPS 5","54 Pages","J","en_30028605v010306v.pdf","","","","Integrated Services Digital Network (ISDN);","User-to-User Signalling (UUS) supplementary service;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 5: Test Suite Structure and Test Purposes (TSS&TP) specification for the network","","","Produce a new edition of the network side TSS&TP that incorporates changes necessitated by the maintenance work of STF122 on the ATS part  Supporting Members: MATAV, PTA, Viag Interkom, Nokia, Acacia, BT  "
"EN 300 286-6","Final draft Version 1.3.3","Vote","V",20000505,"2000-03","REN/SPS-05168-6","SPS 5","41 Pages","P1000","en_30028606v010303v.pdf","en_30028606v010303v0.zip","","","Integrated Services Digital Network (ISDN);","User-to-User Signalling (UUS) supplementary service;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 6: Abstract Test Suite (ATS) and partial Protocol Implementation eXtra Information for Testing (PIXIT) proforma specification for the network","","","To handle comments and incorporate appropriate corrections into the ATS of DSS1 L2"
"EN 301 525","Final draft Version 1.1.1","Vote","V",20000505,"2000-03","DEN/TM-04060","TM 4","21 Pages","D","en_301525v010101v.pdf","","","","Fixed Radio Systems;","Point to Multipoint Antennas;","Antennas for Point-to-Multipoint fixed radio systems in the 1 GHz to 3 GHz band","","","","This EN will cover the requiremetns for directional and omnidirectional antennas to be adopted in conjunction with outdoor P-MP systems operating in the 1 GHz to 3 GHz band. This includes Central, Remote and Repeater stations. "
"EN 302 093-1","Final draft Version 1.1.1","Vote","V",20000505,"2000-03","DEN/SPS-05133-1","SPS 5","18 Pages","C","en_30209301v010101v.pdf","","","","Broadband Integrated Services Digital Network (B-ISDN);","Digital Subscriber Signalling System No. two (DSS2) protocol;","Point-to-point multiconnection bearer control specification in a separated call and bearer environment;","Part 1: Protocol specification","","","Procedures for establishing, maintaining and clearing of point-to-poin t bearer connections within an already established multiconnection cal l in the context of separation of call control and bearer connection c ontrol, applicable at the public B-ISDN UNI (TB and coincident SB and TB reference points) "
"EN 301 144-5","Final draft Version 1.1.5","Vote","V",20000505,"2000-03","DEN/SPS-05121-5","SPS 5","33 Pages","F","en_30114405v010105v.pdf","","","","Integrated Services Digital Network (ISDN);","Digital Subscriber Signalling System No. one (DSS1) and Signalling System No.7 (SS7) protocols;","Signalling application for the mobility management service on the alpha interface;","Part 5: Test Suite Structure and Test Purposes (TSS&TP) specification for the network","","","Test specification for DE/SPS-05121-1 "
"EN 302 093-3","Final draft Version 1.1.2","Vote","V",20000505,"2000-03","DEN/SPS-05155-3","SPS 5","11 Pages","B","en_30209303v010102v.pdf","","","","Broadband Integrated Services Digital Network (B-ISDN);","Digital Subscriber Signalling System No. two (DSS2) protocol;","Point-to-point multiconnection bearer control specification in a separated call and bearer environment;","Part 3 : Test Suite Structure and Test Purposes (TSS&TP) specification","","","Develop part 3 (TSS&TP for the user and the network)"
"EN 301 144-4","Final draft Version 1.1.4","Vote","V",20000505,"2000-03","DEN/SPS-05121-4","SPS 5","29 Pages","P1300","en_30114404v010104v.pdf","en_30114404v010104v0.zip","","","Integrated Services Digital Network (ISDN);","Digital Subscriber Signalling System No. one (DSS1) and Signalling System No.7 protocols;","Signalling application for the mobility management service on the alpha interface;","Part 4: Abstract Test Suite (ATS) and partial Protocol Implementation eXtra Information for Testing (PIXIT) proforma specification for the user","","","Test specification for DE/SPS-05121-1 "
"EN 301 021","Final draft Version 1.2.1","Vote","V",20000505,"2000-03","REN/TM-04062","TM 4","24 Pages","D","en_301021v010201v.pdf","","","","Fixed Radio Systems;","Point-to-multipoint equipment;","Time Division Multiple Access (TDMA);","Point-to-multipoint radio systems in the Frequency Division Duplex (FDD) bands in the range 3 GHz to 11 GHz","","","Revision of original."
"EN 300 920","Draft Version 6.1.0","One-step Approval Procedure","OP",20000714,"2000-03","REN/SMG-010209Q6R1","SMG 1","11 Pages","B","en_300920v060100o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Security aspects (GSM 02.09 version 6.1.0 Release 1997)","","","","","CR SMG#31"
"EN 300 944","Draft Version 8.0.0","One-step Approval Procedure","OP",20000714,"2000-03","REN/SMG-030413Q8","SMG 3","16 Pages","C","en_300944v080000o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Performance requirements on the mobile radio interface (GSM 04.13 version 8.0.0 Release 1999)","","","","","Upgrade to Release 1999"
"EN 300 949","Draft Version 8.0.0","One-step Approval Procedure","OP",20000714,"2000-03","REN/SMG-030469Q8","SMG 3","28 Pages","E","en_300949v080000o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Broadcast Call Control (BCC) protocol (GSM 04.69 version 8.0.0 Release 1998)","","","","","Upgrade to Release 1999"
"ETS 300 506","Draft Edition 3","One-step Approval Procedure","OP",20000714,"2000-03","RE/SMG-010209PR2","SMG 1","13 Pages","B","ets_300506e03o.pdf","","","","Digital cellular telecommunications system (Phase 2);","Security aspects (GSM 02.09 version 4.5.0)","","","","","The purpose of this European Telecommunication Standard (ETS) is to de fine the security features which are to be available in a GSM PLMN, to gether with the associated levels of protection. This ETS is only conc erned with those security features which aim at the up-grading of the security in a GSM PLMN. In particular, end-to-end security is outside the scope of this ETS. "
"ETS 300 920","Draft Edition 3","One-step Approval Procedure","OP",20000714,"2000-03","RE/SMG-010209QR2","SMG 1","13 Pages","B","ets_300920e03o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Security aspects;","(GSM 02.09 version 5.2.0 Release 1996)","","","","Bearer and Teleservices, as respectively defined in GSM 02.02 and GSM 02.03, are the objects which the GSM PLMN operators offer to their cus tomers. Besides these basic telecommunications services, features whic h aim at up grading these basic services need also to be offered. Due to the use of radiocommunications in a PLMN, which are of a special na ture compared to classical distribution transmission techniques used i n the fixed networks, such a category of features is related to securi ty aspects. In a GSM PLMN, both the users and the network operator have to be prot ected against undesirable intrusion of third parties. However, measure s should be provided for in order to insure maximum protection of the rights of the individuals concerns. As a consequence, a security featu re is either a supplementary service to Tele or Bearer services, which can be selected by the subscriber, or a network function involved in the provision of one or several telecommunication services. The purpose of this European Telecommunication Standard (ETS) is to de fine the security features which are to be available in a GSM PLMN, to gether with the associated levels of protection. This ETS is only conc erned with those security features which aim at the up grading of the security in a GSM PLMN. In particular, end to end security is outside the scope of this ETS. The implementation aspects of security features are described in GSM 0 3.20. "
"EN 300 948","Draft Version 8.0.0","One-step Approval Procedure","OP",20000714,"2000-03","REN/SMG-030468Q8","SMG 3","31 Pages","F","en_300948v080000o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Group Call Control (GCC) protocol (GSM 04.68 version 8.0.0 Release 1999)","","","","","Upgrade to Release 1999"
"EN 301 407","Draft Version 8.0.0","One-step Approval Procedure","OP",20000714,"2000-03","REN/SMG-030457Q8","SMG 3","48 Pages","I","en_301407v080000o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","GSM Cordless Telephony System (CTS), Phase 1;","CTS supervising system layer 3 specification (GSM 04.57 version 8.0.0 Release 1999)","","","","Upgrade to R99"
"EN 301 406","Draft Version 8.0.0","One-step Approval Procedure","OP",20000714,"2000-03","REN/SMG-030456Q8","SMG 3","102 Pages","N","en_301406v080000o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","GSM Cordless Telephony System (CTS), Phase 1;","CTS radio interface layer 3 specification (GSM 04.56 version 8.0.0 Release 1999)","","","","To be provided Cordless Telephoney System Stage 3 description"
"EN 300 920","Draft Version 7.1.0","One-step Approval Procedure","OP",20000714,"2000-03","REN/SMG-010209Q7R1","SMG 1","11 Pages","B","en_300920v070100o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Security aspects (GSM 02.09 version 7.1.0 Release 1998)","","","","","CR SMG#31"
"EN 300 296-1","Draft Version 1.1.1","Public Enquiry","PE",20000630,"2000-03","REN/ERM-RP02-42-1","ERM RP02","69 Pages","K","en_30029601v010101c.pdf","","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Land Mobile Service;","Radio equipment using integral antennas intended primarily for analogue speech;","Part 1: Technical characteristics and methods of measurement","","","To incorporate the text and tables corresponding to the sought change of status of the standard"
"EN 300 296-2","Draft Version 1.1.1","Public Enquiry","PE",20000630,"2000-03","REN/ERM-RP02-42-2","ERM RP02","11 Pages","B","en_30029602v010101c.pdf","","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Land Mobile Service;","Radio equipment using integral antennas intended primarily for analogue speech;","Part 2: Harmonised EN covering essential requirements under article 3.2 of the R&TTE Directive","","","To incorporate the text and tables corresponding to the sought change of status of the standard"
"EN 300 720-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000714,"2000-03","REN/ERM-RP01-038-2","ERM RP01","19 Pages","C","en_30072002v010101o.pdf","","","","Electromagnetic compatibility and Radio Spectrum Matters (ERM) Ultra-High Frequency (UHF) on-board communications systems and equipment;","Part 2: Harmonised EN under article 3.2 of the R&TTE Directive","","","","","Develop a harmonised standard under the R&TTE Directive identifying requirements in ETS 300 720.  Supporting ETSI Member Organisations; TAC Finland, RA (NL), RegTP, DERA, Jotron Norway."
"EN 300 720-1","Draft Version 1.2.1","One-step Approval Procedure","OP",20000714,"2000-03","REN/ERM-RP01-038-1","ERM RP01","36 Pages","G","en_30072001v010201o.pdf","","","","Electromagnetic compatibility and Radio Spectrum Matters (ERM) Ultra-High Frequency (UHF) on-board communications systems and equipment;","Part 1: Technical characteristics and methods of measurement","","","","","Editorial modifications resultng from the adoption of ETS 300 720-2. and includion of technical changes noted at ERM#10  Supporting ETSI Member Organisations; TAC Finland, RA (NL), RegTP, DERA, Jotron Norway."
"EN 301 691","Draft Version 1.1.1","Public Enquiry","PE",20000721,"2000-03","DEN/NA-020009","NA 2","13 Pages","B","en_301691v010101c.pdf","","","","Integrated Services Digital Network (ISDN);","Remote Control (RC) service;","Service description","","","","Stage 1 description of the service: Remote control "
"EN 301 782","Draft Version 1.1.1","Public Enquiry","PE",20000721,"2000-03","DEN/ERM-EMC-222","ERM EMC","18 Pages","C","en_301782v010101c.pdf","en_301782v010101c0.zip","","","Electromagnetic Compatibility and Radio Spectrum Matters (ERM);","Analogue cellular radio communications equipment;","mobile and portable equipment;","Harmonized EN covering essential requirements under article 3.2 of the R&TTE Directive","","","To produce a harmonised standard for analogue cellular radio to meet requirements of Article 3.2 of R&TTE Directive. Supporting ETSI Member Organisations; TAC, BMWi, DTI, NPTA."
"EN 300 359-1","Final draft Version 1.3.2","Vote","V",20000519,"2000-03","REN/SPS-05201-1","SPS 5","88 Pages","M","en_30035901v010302v.pdf","en_30035901v010302v0.zip","","","Integrated Services Digital Network (ISDN);","Completion of Calls to Busy Subscriber (CCBS) supplementary service;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 1: Protocol specification","","","To introduce amendment to CCBS B-queue processing  Supporting Members: Italtel, Tele Danmark, France Telecom, Siemens Ag, Ericsson "
"EN 300 359-5","Final draft Version 1.3.6","Vote","V",20000519,"2000-03","REN/SPS-05169-5","SPS 5","28 Pages","E","en_30035905v010306v.pdf","","","","Integrated Services Digital Network (ISDN);","Completion of Calls to Busy Subscriber (CCBS) supplementary service;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 5: Test Suite Structure and Test Purposes (TSS&TP) specification for the network","","","Produce a new edition of the network side TSS&TP that incorporates changes necessitated by the maintenance work of STF122 on the ATS part  Supporting Members: MATAV, PTA, Viag Interkom, Nokia, Acacia, BT  "
"EN 300 443-4","Final draft Version 1.1.2","Vote","V",20000519,"2000-03","DEN/SPS-05149-4","SPS 5","29 Pages","P900","en_30044304v010102v.pdf","en_30044304v010102v0.zip","","","Broadband Integrated Services Digital Network (B-ISDN);","Digital Subscriber Signalling System No. two (DSS2) protocol;","B-ISDN user-network interface layer 3 specification for basic call/bearer control;","Part 4: Abstract Test Suite (ATS) and partial Protocol Implementation eXtra Information for Testing (PIXIT) proforma specification for the user","","","Develop part 4 (ATS&PIXIT for the user) of ETS 300 443"
"EN 301 465","Final draft Version 1.1.1","Vote","V",20000519,"2000-03","DEN/ECMA-00154","ECMATC32","21 Pages","D","en_301465v010101v.pdf","en_301465v010101v0.zip","","","Private Integrated Services Network (PISN);","Circuit emulation specifications;","Emulation of Basic Access by ATM Networks","","","","This European Standard (EN) specifies the functions for the emulation of a basic access over ATM, thus providing an efficient way to connect existing N-ISDN terminal equipment to a PINX over a digital ATM section. Such an ATM connection can be either a (semi-) permanent connection, but might also be a switched virtual connection as defined in related ATM Forum specifications.  "
"EN 300 359-4","Final draft Version 1.3.2","Vote","V",20000519,"2000-03","REN/SPS-05169-4","SPS 5","31 Pages","P600","en_30035904v010302v.pdf","en_30035904v010302v0.zip","","","Integrated Services Digital Network (ISDN);","Completion of Calls to Busy Subscriber (CCBS) supplementary service;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 4: Abstract Test Suite (ATS) and partial Protocol Implementation eXtra Information for Testing (PIXIT) proforma specification for the user","","","To handle comments and incorporate appropriate corrections into the ATS of DSS1 L2"
"EN 300 359-6","Final draft Version 1.3.6","Vote","V",20000519,"2000-03","REN/SPS-05169-6","SPS 5","37 Pages","P800","en_30035906v010306v.pdf","en_30035906v010306v0.zip","","","Integrated Services Digital Network (ISDN);","Completion of Calls to Busy Subscriber (CCBS) supplementary service;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 6: Abstract Test Suite (ATS) and partial Protocol Implementation eXtra Information for Testing (PIXIT) proforma specification for the network","","","To handle comments and incorporate appropriate corrections into the ATS of DSS1 L2"
"EN 300 328-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-TG11-001-2","ERM TG11","14 Pages","B","en_30032802v010101o.pdf","en_30032802v010101o0.zip","","","Electromagnetic compatibility and Radio Spectrum Matters (ERM);","Wideband Transmission systems;","data transmission equipment operating in the 2,4 GHz ISM band and using spread spectrum modulation techniques;","Part 2: Harmonized EN covering essential requirements under article 3.2 of the R&TTE Directive.","","","To extend the scope of ETS 300 328 to cover 500 mW EIRP directional RLAN systems. Supporting ETSI Member oeganistions: TELXON Corporation, Lucent Technolgies, Mitel Semiconductors Ltd, Nedap, Belgacom."
"EN 300 390-1","Draft Version 1.2.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP02-44-1","ERM RP02","98 Pages","M","en_30039001v010201o.pdf","","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Land Mobile Service;","Radio equipment intended for the transmission of data (and speech) and using an integral antenna;","Part 1: Technical characteristics and test conditions","","","To incorporate the text and tables corresponding to the sought change of status of the standard"
"EN 300 607-1","Draft Version 5.11.0","One-step Approval Procedure","OP",20000721,"2000-03","REN/SMG-071110QR9-1","SMG 7","1882 Pages","P1800","en_30060701v051100o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Mobile Station (MS) conformance specification;","Part 1: Conformance specification (GSM 11.10-1 version 5.11.0 Release 1996)","","","","CRs SMG#31"
"EN 300 607-1","Draft Version 7.2.0","One-step Approval Procedure","OP",20000721,"2000-03","REN/SMG-071110Q7R2-1","SMG 7","2693 Pages","P2600","en_30060701v070200o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Mobile Station (MS) conformance specification;","Part 1: Conformance specification (GSM 11.10-1 version 7.2.0 Release 1998)","","","","CR SMG#31"
"EN 300 698-1","Draft Version 1.2.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP01-037-1","ERM RP01","49 Pages","I","en_30069801v010201o.pdf","","","","Electromagnetic compatibility and Radio Spectrum Matters (ERM) Radio telephone transmitters and receivers for the maritime mobile service operating in the VHF bands used on inland waterways;","Part 1: Technical characteristics and methods of measurement","","","","","Editorial revision to make changes consequent to the publication of ETS 300 698-2 and add technical changes from ERM#10  Supporting ETSI Member Organisations; RA (NL), RegTP, TAC Finland, DERA."
"EN 300 698-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP01-037-2","ERM RP01","22 Pages","D","en_30069802v010101o.pdf","en_30069802v010101o0.zip","","","Electromagnetic compatibility and Radio Spectrum Matters (ERM) Radio telephone transmitters and receivers for the maritime mobile service operating in the VHF bands used on inland waterways;","Part 2: Harmonized EN under article 3.2 of the R&TTE Directive","","","","","Develop a Harmonised Standard under the R&TTE Directive identifying essential requirements in ETS 300 698.  Supporting ETSI Member Organisations; RA (NL), RegTP, TAC Finland, DERA."
"EN 301 025-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP01-039-2","ERM RP01","23 Pages","D","en_30102502v010101o.pdf","en_30102502v010101o0.zip","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","VHF radiotelephone equipment for general communications and associated equipment for Class D Digital Selective Calling (DSC) Part 2: Harmonized EN under article 3.2 of the R&TTE Directive","","","","","Develop a harmonised standard under the R&TTE Directive identifying requirements in EN 301 025.  Supporting ETSI Member Organisations; RegTP, TAC Finland, DTI/RA, RA (NL)."
"EN 301 357-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP08-0309-2","ERM RP08","15 Pages","B","en_30135702v010101o.pdf","en_30135702v010101o0.zip","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Analogue cordless wideband audio devices using integral antennas operating in the CEPT recommended 863 MHz to 865 MHz frequency range Part 2: Harmonized EN under article 3.2 of the R&TTE Directive","","","","","To bring the published EN 301 357 in line with the R&TTE Directive.  To expand the EN 301 357 to the use of digital audio.  Supporting ETSI Member Organisations; Philips, Sony, DAKfCBNF, Bolt Consult."
"EN 301 502","Draft Version 7.0.0","One-step Approval Procedure","OP",20000721,"2000-03","DEN/SMG-021321Q7","SMG 2","11 Pages","B","en_301502v070000o.pdf","","","","Harmonized EN for Global System for Mobile communications (GSM);","Base Station and Repeater equipment covering essential requirements under article 3.2 of the R&TTE directive (GSM 13.21 version 7.0.0 Release 1998)","","","","","Minimum technical performance requirements for GSM mobile stations according to article 3.2 of the R&TTE Directive."
"ETS 300 938","Draft Edition 5","One-step Approval Procedure","OP",20000721,"2000-03","RE/SMG-030406QR3","SMG 3","60 Pages","J","ets_300938e05o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Mobile Station - Base Station System (MS - BSS) interface;","Data Link (DL) layer specification (GSM 04.06 version 5.4.0 Release 1996)","","","","CR SMG#31"
"EN 300 152-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP01-036-2","ERM RP01","12 Pages","B","en_30015202v010101o.pdf","en_30015202v010101o0.zip","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Maritime Emergency Position Indicating Radio Beacons (EPIRBs) intended for use on the frequency 121,5 MHz or the frequencies 121,5 MHz and 243 MHz for homing purposes only;","Part 2: Harmonized EN under article 3.2 of the R&TTE Directive","","","","Develop a harmonised standard under the R&TTE Directive identifying requirements in ETS 300 152.  Supporting ETSI Member Organisations; DTI/RA, DERA, Tele Danmark, RA (NL)."
"EN 300 607-1","Draft Version 6.3.0","One-step Approval Procedure","OP",20000721,"2000-03","REN/SMG-071110Q6R3-1","SMG 7","2649 Pages","P2600","en_30060701v060300o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Mobile Station (MS) conformance specification;","Part 1: Conformance specification (GSM 11.10-1 version 6.3.0 Release 1997)","","","","CRs SMG#31"
"EN 300 607-4","Draft Version 5.1.0","One-step Approval Procedure","OP",20000721,"2000-03","REN/SMG-071110QR1-4","SMG 7","155 Pages","P","en_30060704v050100o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Mobile Station (MS) conformance specification;","Part 4: SIM Application Toolkit conformance specification (GSM 11.10-4 version 5.1.0 Release 1996)","","","","CR SMG#31"
"EN 301 087","Draft Version 8.1.0","One-step Approval Procedure","OP",20000721,"2000-03","REN/SMG-021121Q8","SMG 2","155 Pages","P","en_301087v080100o.pdf","","","","Digital cellular telecommunications system (Phase 2 & Phase 2+);","Base Station System (BSS) equipment specification;","Radio aspects (GSM 11.21 version 8.1.0 Release 1999)","","","","Upgrade to Release 1999 following CRs at SMG#30 "
"EN 301 419-7","Draft Version 5.1.0","One-step Approval Procedure","OP",20000721,"2000-03","REN/SMG-071367QR1","SMG 7","17 Pages","C","en_30141907v050100o.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Attachment requirements for Global System for Mobile communications (GSM);","Railways Band (R-GSM);","Mobile Stations;","Access (GSM 13.67 version 5.1.0 Release 1996)","","CR SMG#31"
"EN 301 797","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","DEN/ERM-TG13-001-2","ERM TG13","33 Pages","F","en_301797v010101o.pdf","en_301797v010101o0.zip","","","Electromagnetic compatibility and Radio Spectrum Matters (ERM) Harmonized EN for CT2 cordless telephone equipment covering essential requirements under article 3.2 of the R&TTE directive","","","","","","Harmonised Standard for CT2.  Supporting ETSI Member Organisations; Nortel Networks, BABT PS, ASCOM AG, Nortel Dasa, BT."
"EN 300 135-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP02-052-2","ERM RP02","16 Pages","C","en_30013502v010101o.pdf","en_30013502v010101o0.zip","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Angle-modulated Citizens Band radio equipment (CEPT PR 27 Radio Equipment);","Part 2: Harmonized EN covering essential requirements under article 3.2 of R&TTE Directive","","","","Harmonised EN covering essential requirements under article 3.2 of R&TTE Directive EN 300 135"
"EN 300 454-2","Draft Version 1.1.1","One-step Approval Procedure","OP",20000721,"2000-03","REN/ERM-RP08-0311-2","ERM RP08","13 Pages","B","en_30045402v010101o.pdf","en_30045402v010101o0.zip","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Wide band audio links;","Part 2: Harmonized EN under article 3.2 of the R&TTE Directive","","","","Alignment with R&TTE Directive. To identify that parts in ETS 300 454 which are relevant to article 3.2 of teh R&TTE Directive  Supporting ETSI member Organisations; ASP, RA, Sony, Panasonic. "
